id,price_doc
30474,4625912.893501528
30475,6008547.609100334
30476,5227454.632265455
30477,5431886.808922911
30478,3600520.9548699716
30479,7096447.519779627
30480,4704992.30386789
30481,4013147.9150875295
30482,4607508.330314679
30483,3608986.202227846
30484,4671087.212377427
30485,3418213.978275679
30486,3539613.3638435616
30487,3972350.2544652633
30488,4719498.424621979
30489,6020246.703178153
30490,13211999.401306663
30491,11218168.692239957
30492,5336606.102439561
30493,10619525.849387798
30494,4564902.52531959
30495,9103921.038924335
30496,10435492.686404314
30497,8275990.647973894
30498,3779126.712010879
30499,7709964.90160702
30500,8371664.60461925
30501,5694395.535854524
30502,3325861.07975263
30503,5836700.651109801
30504,4660408.724592884
30505,9222331.677326
30506,4048757.7161910017
30507,3559181.0341939214
30508,6642422.533305958
30509,5868797.351568987
30510,6977589.893890697
30511,5433765.332122815
30512,5381404.583764001
30513,5180233.110845935
30514,4724705.503527258
30515,6820136.265332932
30516,6320161.36403238
30517,8232391.649185471
30518,5321349.945670592
30519,4201744.123004398
30520,5078974.109094777
30521,4911071.835155847
30522,6201520.672537974
30523,5434715.207191637
30524,7422595.19667172
30525,7253167.771013381
30526,3212839.6092460877
30527,5017530.276129838
30528,5781866.035230743
30529,5800523.949616387
30530,4771447.253405881
30531,10464686.412558429
30532,4630618.087667032
30533,7814143.526520279
30534,4843029.023726436
30535,6936622.721178538
30536,5458836.744174454
30537,9567268.187537797
30538,3923195.4639537437
30539,13160817.212764734
30540,7352735.857578257
30541,6427150.118435046
30542,3141251.7124792845
30543,4583406.788993228
30544,7245579.16040346
30545,6365893.772800933
30546,3647949.3004826265
30547,6792990.693959723
30548,4374240.2482423335
30549,3973387.672861542
30550,9172408.71404178
30551,3682380.107978925
30552,2813006.6571347783
30553,6244726.712786801
30554,8945190.396057485
30555,6869103.271317791
30556,6343751.941938648
30557,6955712.242840653
30558,8076907.350197209
30559,4972373.552100196
30560,4823454.378579016
30561,6611140.334700268
30562,8756974.560538435
30563,6575167.314408938
30564,5737645.7351722885
30565,7195842.718827238
30566,6586761.986202016
30567,2907247.6796070784
30568,7815739.88016736
30569,8830391.709073346
30570,5472694.879641904
30571,5294450.570042187
30572,3620308.8616777034
30573,5299921.82097003
30574,6066364.033597973
30575,4631975.658230079
30576,4097431.5312686726
30577,5075775.644834938
30578,4463148.180353679
30579,6757781.902401419
30580,4475741.567011366
30581,4262846.400164854
30582,8299005.984468363
30583,5069563.973157796
30584,3853789.7011759616
30585,2656656.2920534834
